Episodes,Reward 1,Reward 2,Reward 3,mean,top,bottom,
283,41.42,32.98,65.37,46.59,63.3925206442367,29.787479355763313,
284,41.37,32.66,65.56,46.53,63.57616379130507,29.48383620869493,
285,41.21,32.49,65.4,46.36666666666667,63.41689931415079,29.316434019182545,
286,40.63,31.52,64.99,45.71333333333333,63.01768057133492,28.40898609533174,
287,40.69,31.58,65.64,45.97,63.60319880225933,28.336801197740666,
288,40.99,31.6,65.49,46.026666666666664,63.52406742601755,28.52926590731577,
289,41.32,31.57,65.71,46.199999999999996,63.78538313486516,28.61461686513484,
290,41.38,31.68,66.31,46.45666666666667,64.32111833284813,28.592215000485215,
291,41.08,31.9,66.79,46.59,64.67585358781831,28.5041464121817,
292,41.34,31.85,67.41,46.86666666666667,65.27960867312868,28.453724660204657,
293,41.67,31.77,67.97,47.13666666666667,65.84557719970769,28.427756133625646,
294,41.49,31.87,68.1,47.153333333333336,65.92054498912636,28.38612167754032,
295,41.65,32.08,68.68,47.47,66.45141986259195,28.48858013740805,
296,41.72,32.19,68.7,47.53666666666667,66.47393767738343,28.59939565594991,
297,41.52,32.22,69.43,47.723333333333336,67.08843166340472,28.358235003261953,
298,41.47,32.35,71.0,48.27333333333333,68.47654182439567,28.070124842270996,
299,41.4,32.4,71.57,48.45666666666666,68.97299268604287,27.940340647290455,
300,41.24,32.26,71.59,48.36333333333334,68.97324923159293,27.753417435073747,
301,41.46,32.21,72.27,48.64666666666667,69.62134266734266,27.67199066599068,
302,41.71,32.05,72.89,48.88333333333333,70.22739417782432,27.539272488842343,
303,42.12,31.95,73.05,49.04,70.44601083808004,27.633989161919963,
304,42.3,32.0,74.17,49.49,71.47520638975217,27.504793610247823,
305,41.92,32.02,74.77,49.57,71.94817016648143,27.191829833518565,
306,42.08,32.08,75.39,49.85,72.52639080629896,27.17360919370104,
307,42.31,31.88,75.87,50.02,73.00615017787885,27.033849822121148,
308,42.09,32.03,76.17,50.09666666666667,73.23029874927171,26.963034584061628,
309,41.88,32.45,76.87,50.400000000000006,73.80356596760417,26.996434032395836,
310,41.83,32.53,77.29,50.550000000000004,74.16976291159588,26.930237088404127,
311,41.62,33.06,78.77,51.15,75.44952057140222,26.850479428597776,
312,41.44,33.15,79.38,51.32333333333333,75.97213519738614,26.67453146928052,
313,41.36,32.46,80.14,51.32,76.67245155798547,25.96754844201453,
314,41.26,32.67,80.14,51.35666666666667,76.65107777531543,26.062255558017917,
315,41.35,33.09,80.75,51.730000000000004,77.19914211354596,26.26085788645405,
316,41.26,32.65,81.59,51.833333333333336,77.96047311811141,25.70619354855526,
317,41.27,32.35,81.88,51.833333333333336,78.23396274502224,25.432703921644432,
318,41.77,32.1,83.46,52.443333333333335,79.73623411967947,25.150432546987208,
319,41.8,32.18,84.22,52.733333333333334,80.42256830530997,25.04409836135671,
320,41.68,32.62,84.78,53.026666666666664,80.89648068350814,25.15685264982519,
321,42.2,32.75,84.85,53.266666666666666,81.02375284899735,25.50958048433598,
322,42.4,33.0,85.45,53.61666666666667,81.5829112006282,25.65042213270513,
323,42.44,33.29,86.16,53.96333333333333,82.21929966494785,25.70736700171881,
324,43.0,33.8,85.87,54.223333333333336,82.0135048573332,26.433161809333463,
325,41.99,33.7,87.12,54.27,83.0193112960989,25.520688703901097,
326,42.08,33.68,85.65,53.803333333333335,81.70131952110921,25.905347145557457,
327,42.96,34.07,84.75,53.92666666666667,80.98801240802501,26.86532092530833,
328,43.75,33.75,83.99,53.83,80.42359321340386,27.236406786596138,
329,43.74,33.67,83.27,53.56,79.77763337908286,27.34236662091714,
330,43.77,33.53,84.41,53.903333333333336,80.81442646113722,26.992240205529455,
331,44.48,33.46,84.37,54.10333333333333,80.88790787416436,27.318758792502308,
332,43.96,32.48,84.53,53.656666666666666,81.00295770097941,26.310375632353924,
333,44.08,32.69,85.16,53.97666666666667,81.57618175902533,26.37715157430801,
334,44.72,32.11,85.88,54.236666666666665,82.35656057353148,26.116772759801844,
335,44.28,32.13,86.93,54.44666666666667,83.2265352093361,25.666798123997243,
336,45.1,32.05,87.65,54.93333333333334,84.00842290040661,25.858243766260056,
337,44.72,32.56,89.15,55.47666666666667,85.26569876462737,25.687634568705956,
338,44.63,32.61,90.18,55.80666666666667,86.17547687275366,25.437856460579678,
339,44.76,32.8,91.51,56.35666666666667,87.38210837719407,25.331224956139266,
340,44.62,32.49,92.71,56.60666666666666,88.45587754124459,24.75745579208873,
341,44.66,32.13,92.81,56.53333333333333,88.56843335398776,24.498233312678906,
342,45.14,32.54,92.92,56.86666666666667,88.71901561196948,25.01431772136385,
343,46.75,32.7,91.6,57.016666666666666,87.77956369105846,26.25376964227488,
344,47.54,32.47,92.34,57.45,88.59097461544837,26.309025384551624,
345,47.72,32.39,92.9,57.67,89.12817699740404,26.21182300259597,
346,48.06,32.64,93.28,57.99333333333333,89.51008655020726,26.4765801164594,
347,48.32,32.72,94.94,58.66,91.03311847814479,26.2868815218552,
348,48.92,32.97,95.2,59.03,91.35340173929718,26.70659826070282,
349,49.51,32.82,95.14,59.156666666666666,91.41715695019047,26.896176383142866,
350,48.92,33.02,95.87,59.27,91.94831850019214,26.591681499807862,
351,49.1,33.27,96.66,59.67666666666667,92.66867226398271,26.684661069350625,
352,49.19,33.49,98.13,60.269999999999996,93.98434709437511,26.555652905624882,
353,49.45,34.05,98.39,60.63,94.22543421359516,27.03456578640484,
354,50.25,34.24,99.3,61.263333333333335,95.16275859886451,27.363908067802164,
355,50.16,34.27,100.49,61.64,96.21043389950435,27.06956610049565,
356,49.95,34.4,102.07,62.14,97.58367785656561,26.696322143434386,
357,50.99,35.19,102.69,62.95666666666666,98.26195427820346,27.651379055129873,
358,51.18,34.94,103.52,63.21333333333333,99.0519289159358,27.37473775073086,
359,51.0,35.0,104.13,63.376666666666665,99.56541676021553,27.187916573117796,
360,51.78,35.35,105.86,64.33,101.22230136491893,27.437698635081055,
361,51.99,35.56,107.23,64.92666666666668,102.47217549706254,27.381157836270816,
362,51.75,35.05,107.87,64.89,103.03685832411367,26.743141675886335,
363,52.27,35.25,108.64,65.38666666666667,103.79966229748585,26.973671035847488,
364,52.1,35.32,108.57,65.33,103.70532149702461,26.954678502975383,
365,52.48,35.37,109.19,65.67999999999999,104.31972178988869,27.04027821011129,
366,52.36,35.4,110.47,66.07666666666667,105.44653373950973,26.706799593823597,
367,53.18,35.41,110.47,66.35333333333332,105.57900647393518,27.127660192731476,
368,53.08,36.02,111.48,66.86,106.43232871590956,27.287671284090443,
369,53.14,35.93,112.04,67.03666666666666,106.94933424643804,27.12399908689528,
370,52.87,37.09,111.96,67.30666666666667,106.7742765934577,27.83905673987565,
371,53.02,37.42,112.35,67.59666666666666,107.13127977130364,28.062053562029696,
372,53.55,37.94,112.47,67.98666666666666,107.29306860494299,28.680264728390334,
373,54.67,38.22,113.14,68.67666666666666,108.05167947089738,29.30165386243594,
374,53.64,38.52,112.69,68.28333333333333,107.47666992685816,29.08999673980849,
375,53.72,38.76,113.32,68.6,108.04438109541078,29.15561890458921,
376,54.14,38.71,113.49,68.78,108.26112587047132,29.298874129528684,
377,55.1,37.78,113.39,68.75666666666666,108.3684885552561,29.14484477807722,
378,54.89,37.23,113.0,68.37333333333333,108.01703943320919,28.729627233457485,
379,55.7,37.11,112.86,68.55666666666667,108.03433166009471,29.079001673238636,
380,56.48,37.71,114.35,69.51333333333334,109.46108963244646,29.565577034220205,
381,56.3,38.06,114.93,69.76333333333334,109.92793507831935,29.59873158834732,
382,57.31,38.41,115.41,70.37666666666667,110.50525165708632,30.24808167624701,
383,57.71,38.38,116.28,70.79,111.35374366352298,30.226256336477036,
384,57.93,38.52,116.78,71.07666666666667,111.82937250730176,30.32396082603158,
385,57.98,39.14,117.98,71.7,112.87177674086948,30.528223259130534,
386,57.96,39.2,118.19,71.78333333333333,113.05279460111987,30.513872065546792,
387,57.43,39.21,118.14,71.59333333333333,112.92051849435455,30.266148172312107,
388,57.66,39.54,118.98,72.06,113.69169946086757,30.428300539132444,
389,57.45,39.75,119.47,72.22333333333333,114.08630185365368,30.36036481301297,
390,57.96,39.68,119.69,72.44333333333333,114.36856718281034,30.518099483856318,
391,58.72,39.62,120.31,72.88333333333333,115.05167493379628,30.71499173287038,
392,59.42,39.65,121.37,73.48,116.11569279371452,30.844307206285485,
393,59.36,40.11,122.48,73.98333333333333,117.07144809057624,30.895218576090436,
394,59.6,40.02,123.43,74.35000000000001,117.96741509993458,30.73258490006544,
395,61.25,40.11,123.34,74.9,118.16141583443613,31.638584165563884,
396,61.96,40.36,124.9,75.74000000000001,119.66230868249073,31.81769131750928,
397,62.58,40.39,125.7,76.22333333333333,120.4845402004459,31.962126466220752,
398,62.59,40.3,125.7,76.19666666666667,120.49278425425366,31.90054907907968,
399,62.65,40.96,126.64,76.75,121.29630287689429,32.20369712310571,
400,62.72,41.07,128.1,77.29666666666667,122.60576766561977,31.987565667713568,
401,62.39,41.24,129.24,77.62333333333333,123.55851411379106,31.6881525528756,
402,62.17,41.53,130.28,77.99333333333334,124.4360295657156,31.55063710095108,
403,61.51,41.37,131.44,78.10666666666667,125.3796846931618,30.83364864017154,
404,61.54,41.24,131.57,78.11666666666666,125.5082970810482,30.725036252285122,
405,61.88,41.23,132.41,78.50666666666666,126.31652583120858,30.69680750212474,
406,61.62,41.25,132.8,78.55666666666667,126.62420907662698,30.489124256706354,
407,61.58,41.58,133.01,78.72333333333333,126.78872247493223,30.65794419173443,
408,61.36,41.68,134.26,79.1,127.87289001074264,30.32710998925735,
409,62.39,41.31,135.28,79.66,128.96801050539352,30.351989494606457,
410,63.15,41.46,136.58,80.39666666666668,130.246834503228,30.546498830105342,
411,64.17,41.51,136.29,80.65666666666667,130.15080504014816,31.162528293185176,
412,64.47,41.29,137.37,81.04333333333334,131.18162342517167,30.905043241495,
413,64.53,41.13,137.78,81.14666666666668,131.5687930928036,30.72454024052977,
414,64.73,41.27,137.62,81.20666666666668,131.45048253820786,30.962850795125497,
415,65.04,41.36,138.6,81.66666666666667,132.3740520590662,30.95928127426714,
416,65.82,41.3,139.44,82.18666666666667,133.26274456359738,31.110588769735962,
417,66.32,41.42,140.78,82.84,134.53898645041312,31.14101354958688,
