Episodes,Reward 1,Reward 2,mean,top,bottom,
123,12.0,11.0,11.5,12.207106781186548,10.792893218813452,
124,9.0,14.0,11.5,15.035533905932738,7.964466094067262,
125,12.0,16.0,14.0,16.82842712474619,11.17157287525381,
126,16.0,14.0,15.0,16.414213562373096,13.585786437626904,
127,22.0,116.0,69.0,135.46803743153546,2.531962568464536,
128,11.0,43.0,27.0,49.62741699796952,4.372583002030478,
129,18.0,28.0,23.0,30.071067811865476,15.928932188134524,
130,41.0,17.0,29.0,45.970562748477136,12.029437251522861,
131,20.0,57.0,38.5,64.66295090390226,12.33704909609774,
132,29.0,18.0,23.5,31.27817459305202,15.721825406947978,
133,26.0,42.0,34.0,45.31370849898476,22.68629150101524,
134,10.0,18.0,14.0,19.65685424949238,8.34314575050762,
135,13.0,27.0,20.0,29.899494936611667,10.100505063388335,
136,17.0,14.0,15.5,17.621320343559642,13.378679656440358,
137,18.0,48.0,33.0,54.21320343559643,11.786796564403573,
138,17.0,17.0,17.0,17.0,17.0,
139,24.0,30.0,27.0,31.242640687119284,22.757359312880716,
140,17.0,27.0,22.0,29.071067811865476,14.928932188134524,
141,38.0,55.0,46.5,58.520815280171306,34.479184719828694,
142,16.0,52.0,34.0,59.45584412271571,8.54415587728429,
143,11.0,82.0,46.5,96.70458146424488,-3.7045814642448747,
144,23.0,24.0,23.5,24.207106781186546,22.792893218813454,
145,11.0,26.0,18.5,29.106601717798213,7.893398282201787,
146,22.0,27.0,24.5,28.035533905932738,20.964466094067262,
147,12.0,35.0,23.5,39.7634559672906,7.236544032709407,
148,20.0,50.0,35.0,56.21320343559643,13.786796564403573,
149,30.0,41.0,35.5,43.27817459305202,27.72182540694798,
150,18.0,147.0,82.5,173.71677477306463,-8.716774773064628,
151,10.0,61.0,35.5,71.56244584051393,-0.5624458405139237,
152,19.0,24.0,21.5,25.035533905932738,17.964466094067262,
153,12.0,151.0,81.5,179.7878425849301,-16.787842584930104,
154,18.0,40.0,29.0,44.55634918610404,13.443650813895955,
155,15.0,28.0,21.5,30.692388155425117,12.307611844574883,
156,13.0,25.0,19.0,27.485281374238568,10.51471862576143,
157,10.0,24.0,17.0,26.899494936611667,7.100505063388335,
158,55.0,58.0,56.5,58.621320343559645,54.378679656440355,
159,13.0,40.0,26.5,45.59188309203678,7.408116907963215,
160,27.0,23.0,25.0,27.82842712474619,22.17157287525381,
161,10.0,25.0,17.5,28.106601717798213,6.893398282201787,
162,15.0,56.0,35.5,64.49137802864846,6.508621971351552,
163,30.0,85.0,57.5,96.39087296526012,18.609127034739885,
164,9.0,27.0,18.0,30.727922061357855,5.272077938642145,
165,12.0,18.0,15.0,19.242640687119284,10.757359312880716,
166,20.0,27.0,23.5,28.449747468305834,18.550252531694166,
167,18.0,66.0,42.0,75.94112549695427,8.058874503045722,
168,14.0,44.0,29.0,50.21320343559643,7.7867965644035735,
169,65.0,72.0,68.5,73.44974746830583,63.55025253169417,
170,9.0,20.0,14.5,22.27817459305202,6.7218254069479775,
171,23.0,25.0,24.0,25.414213562373096,22.585786437626904,
172,16.0,19.0,17.5,19.621320343559642,15.378679656440358,
173,15.0,12.0,13.5,15.621320343559642,11.378679656440358,
174,26.0,114.0,70.0,132.22539674441617,7.77460325558382,
175,12.0,53.0,32.5,61.49137802864845,3.508621971351552,
176,21.0,33.0,27.0,35.48528137423857,18.514718625761432,
177,11.0,14.0,12.5,14.621320343559642,10.378679656440358,
178,27.0,68.0,47.5,76.49137802864846,18.508621971351552,
179,28.0,24.0,26.0,28.82842712474619,23.17157287525381,
180,14.0,33.0,23.5,36.935028842544405,10.064971157455597,
181,66.0,47.0,56.5,69.9350288425444,43.064971157455595,
182,18.0,56.0,37.0,63.87005768508881,10.129942314911194,
183,23.0,73.0,48.0,83.35533905932738,12.644660940672622,
184,23.0,19.0,21.0,23.82842712474619,18.17157287525381,
185,14.0,27.0,20.5,29.692388155425117,11.307611844574883,
186,50.0,41.0,45.5,51.86396103067893,39.13603896932107,
187,18.0,33.0,25.5,36.10660171779821,14.893398282201787,
188,17.0,104.0,60.5,122.01828996322963,-1.018289963229634,
189,33.0,53.0,43.0,57.14213562373095,28.85786437626905,
190,18.0,28.0,23.0,30.071067811865476,15.928932188134524,
191,21.0,38.0,29.5,41.520815280171306,17.479184719828694,
192,15.0,30.0,22.5,33.10660171779821,11.893398282201787,
193,11.0,22.0,16.5,24.27817459305202,8.721825406947978,
194,28.0,13.0,20.5,31.106601717798213,9.893398282201787,
195,25.0,42.0,33.5,45.520815280171306,21.479184719828694,
196,41.0,24.0,32.5,44.520815280171306,20.479184719828694,
197,16.0,33.0,24.5,36.520815280171306,12.479184719828693,
198,11.0,16.0,13.5,17.035533905932738,9.964466094067262,
199,18.0,19.0,18.5,19.207106781186546,17.792893218813454,
200,13.0,31.0,22.0,34.72792206135786,9.272077938642145,
201,26.0,71.0,48.5,80.31980515339464,16.68019484660536,
202,52.0,35.0,43.5,55.520815280171306,31.479184719828694,
203,18.0,22.0,20.0,22.82842712474619,17.17157287525381,
204,24.0,29.0,26.5,30.035533905932738,22.964466094067262,
205,18.0,88.0,53.0,102.49747468305833,3.5025253169416715,
206,17.0,130.0,73.5,153.4030662740799,-6.403066274079876,
207,11.0,13.0,12.0,13.414213562373096,10.585786437626904,
208,29.0,31.0,30.0,31.414213562373096,28.585786437626904,
209,39.0,67.0,53.0,72.79898987322333,33.201010126776666,
210,21.0,25.0,23.0,25.82842712474619,20.17157287525381,
211,21.0,79.0,50.0,91.01219330881975,8.987806691180246,
212,42.0,44.0,43.0,44.41421356237309,41.58578643762691,
213,11.0,32.0,21.5,36.3492424049175,6.650757595082503,
214,16.0,29.0,22.5,31.692388155425117,13.307611844574883,
215,14.0,25.0,19.5,27.27817459305202,11.721825406947978,
216,16.0,30.0,23.0,32.89949493661167,13.100505063388335,
217,17.0,33.0,25.0,36.31370849898476,13.686291501015239,
218,26.0,75.0,50.5,85.14823227814082,15.851767721859169,
219,23.0,48.0,35.5,53.17766952966369,17.82233047033631,
220,15.0,35.0,25.0,39.14213562373095,10.857864376269049,
221,59.0,41.0,50.0,62.72792206135786,37.27207793864214,
222,11.0,78.0,44.5,91.87615433949868,-2.876154339498683,
223,18.0,102.0,60.0,119.39696961966999,0.6030303803300114,
224,23.0,73.0,48.0,83.35533905932738,12.644660940672622,
225,13.0,39.0,26.0,44.384776310850235,7.615223689149765,
226,119.0,25.0,72.0,138.46803743153546,5.531962568464536,
227,20.0,66.0,43.0,75.5269119345812,10.473088065418814,
228,13.0,14.0,13.5,14.207106781186548,12.792893218813452,
229,14.0,48.0,31.0,55.04163056034261,6.958369439657385,
230,17.0,58.0,37.5,66.49137802864846,8.508621971351552,
231,13.0,98.0,55.5,115.60407640085654,-4.604076400856542,
232,13.0,123.0,68.0,145.78174593052023,-9.78174593052023,
233,17.0,133.0,75.0,157.0243866176395,-7.024386617639507,
234,17.0,113.0,65.0,132.88225099390854,-2.8822509939085563,
235,20.0,41.0,30.5,45.3492424049175,15.650757595082503,
236,16.0,84.0,50.0,98.08326112068522,1.9167388793147708,
237,26.0,95.0,60.5,109.29036790187178,11.709632098128218,
238,14.0,144.0,79.0,170.92388155425118,-12.923881554251182,
239,25.0,22.0,23.5,25.621320343559642,21.378679656440358,
240,12.0,39.0,25.5,44.59188309203678,6.408116907963215,
241,15.0,16.0,15.5,16.207106781186546,14.792893218813452,
242,14.0,14.0,14.0,14.0,14.0,
243,13.0,174.0,93.5,207.34419177103416,-20.344191771034147,
244,17.0,56.0,36.5,64.07716446627535,8.922835533724648,
245,21.0,75.0,48.0,86.18376618407356,9.81623381592643,
246,100.0,103.0,101.5,103.62132034355965,99.37867965644035,
247,14.0,99.0,56.5,116.60407640085654,-3.604076400856542,
248,16.0,101.0,58.5,118.60407640085654,-1.6040764008565418,
249,20.0,104.0,62.0,121.39696961966999,2.6030303803300114,
250,19.0,78.0,48.5,90.2193000900063,6.780699909993693,
251,14.0,21.0,17.5,22.449747468305834,12.550252531694166,
252,38.0,200.0,119.0,233.55129855222071,4.4487014477793,
253,12.0,65.0,38.5,75.97665940288701,1.023340597112984,
254,12.0,195.0,103.5,232.9005409571382,-25.90054095713819,
255,19.0,54.0,36.5,61.248737341529164,11.751262658470836,
256,30.0,118.0,74.0,136.22539674441617,11.77460325558382,
257,29.0,157.0,93.0,183.50966799187808,2.4903320081219107,
258,15.0,57.0,36.0,65.698484809835,6.301515190165006,
259,13.0,49.0,31.0,56.45584412271571,5.54415587728429,
260,24.0,19.0,21.5,25.035533905932738,17.964466094067262,
261,42.0,50.0,46.0,51.65685424949238,40.34314575050762,
262,12.0,75.0,43.5,88.04772721475248,-1.0477272147524914,
263,10.0,61.0,35.5,71.56244584051393,-0.5624458405139237,
264,11.0,149.0,80.0,177.58073580374355,-17.580735803743565,
265,15.0,95.0,55.0,111.5685424949238,-1.568542494923804,
266,26.0,145.0,85.5,169.64570696119915,1.3542930388008472,
267,10.0,164.0,87.0,195.89444430272832,-21.894444302728317,
268,19.0,23.0,21.0,23.82842712474619,18.17157287525381,
269,23.0,57.0,40.0,64.04163056034261,15.958369439657385,
270,25.0,78.0,51.5,88.97665940288701,14.023340597112984,
271,18.0,47.0,32.5,53.00609665440987,11.993903345590123,
272,13.0,59.0,36.0,68.5269119345812,3.473088065418814,
273,23.0,105.0,64.0,121.9827560572969,6.017243942703104,
274,15.0,104.0,59.5,122.43250352560273,-3.4325035256027263,
275,32.0,102.0,67.0,116.49747468305833,17.50252531694167,
276,31.0,22.0,26.5,32.86396103067893,20.13603896932107,
277,15.0,100.0,57.5,117.60407640085654,-2.604076400856542,
278,25.0,76.0,50.5,86.56244584051393,14.437554159486076,
279,12.0,133.0,72.5,158.05992052357226,-13.059920523572245,
280,10.0,130.0,70.0,154.8528137423857,-14.852813742385706,
281,32.0,127.0,79.5,146.67514421272202,12.324855787277983,
282,35.0,108.0,71.5,123.11879502661796,19.881204973382033,
283,16.0,136.0,76.0,160.8528137423857,-8.852813742385706,
284,26.0,55.0,40.5,61.00609665440987,19.993903345590123,
285,22.0,30.0,26.0,31.65685424949238,20.34314575050762,
286,29.0,145.0,87.0,169.0243866176395,4.975613382360493,
287,19.0,151.0,85.0,178.3380951166243,-8.338095116624274,
288,31.0,86.0,58.5,97.39087296526012,19.609127034739885,
289,11.0,154.0,82.5,183.61626970967632,-18.616269709676303,
290,13.0,46.0,29.5,52.83452377915607,6.1654762208439315,
291,13.0,122.0,67.5,144.57463914933368,-9.574639149333677,
292,27.0,67.0,47.0,75.2842712474619,18.715728752538098,
293,18.0,172.0,95.0,203.89444430272832,-13.894444302728317,
294,56.0,53.0,54.5,56.621320343559645,52.378679656440355,
295,14.0,137.0,75.5,162.47413408594537,-11.474134085945352,
296,65.0,165.0,115.0,185.71067811865476,44.289321881345245,
297,13.0,28.0,20.5,31.106601717798213,9.893398282201787,
298,11.0,148.0,79.5,176.373629022557,-17.37362902255701,
299,10.0,200.0,105.0,239.35028842544403,-29.350288425444035,
300,28.0,63.0,45.5,70.24873734152916,20.751262658470836,
301,15.0,118.0,66.5,139.33199846221441,-6.3319984622144005,
302,12.0,120.0,66.0,142.36753236814712,-10.367532368147138,
303,12.0,55.0,33.5,63.90559159102155,3.094408408978456,
304,21.0,130.0,75.5,152.57463914933368,-1.5746391493336773,
305,13.0,78.0,45.5,91.46194077712559,-0.4619407771255908,
306,15.0,123.0,69.0,145.36753236814712,-7.367532368147138,
307,23.0,162.0,92.5,190.7878425849301,-5.787842584930104,
308,18.0,169.0,93.5,200.2731239591687,-13.273123959168672,
309,46.0,149.0,97.5,170.33199846221441,24.6680015377856,
310,13.0,200.0,106.5,238.72896808188437,-25.728968081884375,
311,52.0,184.0,118.0,211.3380951166243,24.661904883375726,
312,37.0,56.0,46.5,59.935028842544405,33.064971157455595,
313,25.0,167.0,96.0,196.40916292848976,-4.409162928489749,
314,29.0,142.0,85.5,165.4030662740799,5.596933725920124,
315,13.0,200.0,106.5,238.72896808188437,-25.728968081884375,
316,31.0,187.0,109.0,219.3086578651014,-1.3086578651014094,
317,10.0,130.0,70.0,154.8528137423857,-14.852813742385706,
318,24.0,146.0,85.0,171.2670273047588,-1.2670273047587983,
319,42.0,189.0,115.5,219.44469683442247,11.555303165577513,
320,27.0,135.0,81.0,157.36753236814712,4.632467631852862,
321,25.0,115.0,70.0,133.63961030678928,6.3603896932107205,
322,14.0,134.0,74.0,158.8528137423857,-10.852813742385706,
323,26.0,176.0,101.0,207.06601717798213,-5.066017177982133,
324,10.0,200.0,105.0,239.35028842544403,-29.350288425444035,
325,40.0,200.0,120.0,233.1370849898476,6.862915010152392,
326,20.0,178.0,99.0,210.7228714274745,-12.722871427474516,
327,19.0,156.0,87.5,184.373629022557,-9.373629022557012,
328,19.0,139.0,79.0,163.8528137423857,-5.852813742385706,
329,34.0,127.0,80.5,146.26093065034894,14.739069349651075,
330,10.0,148.0,79.0,176.58073580374355,-18.580735803743565,
331,14.0,28.0,21.0,30.899494936611667,11.100505063388335,
332,21.0,134.0,77.5,157.4030662740799,-2.403066274079876,
333,13.0,121.0,67.0,143.36753236814712,-9.367532368147138,
334,15.0,128.0,71.5,151.4030662740799,-8.403066274079876,
335,38.0,116.0,77.0,132.1543289325507,21.845671067449295,
336,18.0,28.0,23.0,30.071067811865476,15.928932188134524,
337,24.0,166.0,95.0,195.40916292848976,-5.409162928489749,
338,50.0,132.0,91.0,148.9827560572969,33.017243942703104,
339,24.0,111.0,67.5,129.01828996322962,5.981710036770366,
340,57.0,89.0,73.0,95.62741699796952,50.37258300203048,
341,10.0,183.0,96.5,218.82947314527271,-25.829473145272715,
342,10.0,144.0,77.0,171.75230867899737,-17.752308678997366,
343,14.0,68.0,41.0,79.18376618407356,2.816233815926431,
344,46.0,116.0,81.0,130.49747468305833,31.50252531694167,
345,15.0,61.0,38.0,70.5269119345812,5.473088065418814,
346,14.0,200.0,107.0,238.52186130069785,-24.52186130069785,
347,16.0,120.0,68.0,141.53910524340094,-5.53910524340094,
348,14.0,147.0,80.5,174.54520189781084,-13.545201897810827,
349,17.0,146.0,81.5,172.71677477306463,-9.716774773064628,
350,33.0,144.0,88.5,166.98885271170678,10.01114728829323,
351,64.0,112.0,88.0,121.94112549695427,54.05887450304572,
352,66.0,110.0,88.0,119.11269837220809,56.88730162779191,
353,23.0,149.0,86.0,175.09545442950497,-3.095454429504983,
354,18.0,115.0,66.5,135.0893577750951,-2.0893577750951096,
355,19.0,159.0,89.0,187.99494936611666,-9.994949366116657,
356,11.0,200.0,105.5,239.14318164425748,-28.14318164425748,
357,30.0,170.0,100.0,198.99494936611666,1.005050633883343,
358,19.0,189.0,104.0,224.20815280171308,-16.208152801713084,
359,46.0,73.0,59.5,78.59188309203678,40.40811690796322,
360,17.0,200.0,108.5,237.9005409571382,-20.90054095713819,
361,14.0,58.0,36.0,67.11269837220809,4.88730162779191,
362,11.0,138.0,74.5,164.30256121069152,-15.302561210691536,
363,16.0,179.0,97.5,212.75840533340727,-17.758405333407254,
364,38.0,200.0,119.0,233.55129855222071,4.4487014477793,
365,26.0,36.0,31.0,38.071067811865476,23.928932188134524,
366,22.0,194.0,108.0,229.6223663640862,-13.622366364086176,
367,32.0,145.0,88.5,168.4030662740799,8.596933725920124,
368,28.0,179.0,103.5,210.2731239591687,-3.2731239591686716,
369,23.0,197.0,110.0,233.03657992645927,-13.036579926459268,
370,25.0,133.0,79.0,155.36753236814712,2.6324676318528617,
371,24.0,125.0,74.5,145.9177848998413,3.082215100158706,
372,20.0,137.0,78.5,161.23149339882605,-4.231493398826061,
373,15.0,151.0,83.0,179.16652224137044,-13.166522241370458,
374,17.0,114.0,65.5,134.0893577750951,-3.0893577750951096,
375,16.0,146.0,81.0,172.92388155425118,-10.923881554251182,
376,18.0,153.0,85.5,180.95941546018392,-9.95941546018392,
377,57.0,174.0,115.5,198.23149339882605,32.76850660117394,
378,9.0,158.0,83.5,188.85891039679558,-21.85891039679558,
379,57.0,200.0,128.5,229.61626970967632,27.383730290323697,
380,44.0,200.0,122.0,232.3086578651014,11.69134213489859,
381,40.0,189.0,114.5,219.85891039679558,9.14108960320442,
382,13.0,124.0,68.5,146.98885271170678,-9.98885271170677,
383,36.0,200.0,118.0,233.9655121145938,2.0344878854062074,
384,19.0,200.0,109.5,237.4863273947651,-18.486327394765098,
385,14.0,141.0,77.5,167.30256121069152,-12.302561210691536,
386,16.0,200.0,108.0,238.10764773832474,-22.107647738324744,
387,25.0,157.0,91.0,184.3380951166243,-2.338095116624274,
388,15.0,177.0,96.0,210.55129855222071,-18.5512985522207,
389,21.0,200.0,110.5,237.072113832392,-16.072113832392006,
390,16.0,200.0,108.0,238.10764773832474,-22.107647738324744,
391,17.0,139.0,78.0,164.2670273047588,-8.267027304758798,
392,74.0,124.0,99.0,134.35533905932738,63.64466094067262,
393,31.0,192.0,111.5,225.34419177103416,-2.344191771034147,
394,9.0,200.0,104.5,239.5573952066306,-30.557395206630588,
395,15.0,200.0,107.5,238.3147545195113,-23.314754519511297,
396,19.0,200.0,109.5,237.4863273947651,-18.486327394765098,
397,14.0,200.0,107.0,238.52186130069785,-24.52186130069785,
398,12.0,200.0,106.0,238.93607486307093,-26.936074863070928,
399,18.0,200.0,109.0,237.69343417595164,-19.693434175951637,
400,35.0,200.0,117.5,234.17261889578035,0.8273811042196542,
401,65.0,200.0,132.5,227.95941546018392,37.04058453981608,
402,34.0,200.0,117.0,234.37972567696687,-0.37972567696688486,
403,79.0,200.0,139.5,225.05992052357226,53.940079476427755,
404,18.0,200.0,109.0,237.69343417595164,-19.693434175951637,
405,11.0,200.0,105.5,239.14318164425748,-28.14318164425748,
406,44.0,200.0,122.0,232.3086578651014,11.69134213489859,
407,15.0,200.0,107.5,238.3147545195113,-23.314754519511297,
408,18.0,200.0,109.0,237.69343417595164,-19.693434175951637,
409,17.0,200.0,108.5,237.9005409571382,-20.90054095713819,
410,48.0,200.0,124.0,231.48023074035524,16.519769259644775,
411,27.0,175.0,101.0,205.65180361560903,-3.6518036156090403,
412,12.0,114.0,63.0,135.12489168102786,-9.124891681027847,
413,36.0,200.0,118.0,233.9655121145938,2.0344878854062074,
414,18.0,200.0,109.0,237.69343417595164,-19.693434175951637,
415,31.0,200.0,115.5,235.00104602052653,-4.00104602052653,
416,15.0,200.0,107.5,238.3147545195113,-23.314754519511297,
417,10.0,200.0,105.0,239.35028842544403,-29.350288425444035,
418,18.0,200.0,109.0,237.69343417595164,-19.693434175951637,
419,18.0,200.0,109.0,237.69343417595164,-19.693434175951637,
420,55.0,110.0,82.5,121.39087296526012,43.609127034739885,
421,23.0,183.0,103.0,216.1370849898476,-10.137084989847608,
422,8.0,200.0,104.0,239.7645019878171,-31.764501987817113,
423,9.0,200.0,104.5,239.5573952066306,-30.557395206630588,
424,30.0,198.0,114.0,232.79393923933998,-4.793939239339977,
425,35.0,148.0,91.5,171.4030662740799,11.596933725920124,
426,12.0,200.0,106.0,238.93607486307093,-26.936074863070928,
427,21.0,200.0,110.5,237.072113832392,-16.072113832392006,
428,14.0,200.0,107.0,238.52186130069785,-24.52186130069785,
429,17.0,181.0,99.0,214.9655121145938,-16.965512114593793,
430,34.0,200.0,117.0,234.37972567696687,-0.37972567696688486,
431,35.0,200.0,117.5,234.17261889578035,0.8273811042196542,
432,36.0,200.0,118.0,233.9655121145938,2.0344878854062074,
433,19.0,128.0,73.5,150.57463914933368,-3.5746391493336773,
434,19.0,200.0,109.5,237.4863273947651,-18.486327394765098,
435,19.0,200.0,109.5,237.4863273947651,-18.486327394765098,
436,12.0,200.0,106.0,238.93607486307093,-26.936074863070928,
437,16.0,188.0,102.0,223.6223663640862,-19.622366364086176,
438,44.0,83.0,63.5,91.07716446627535,35.92283553372465,
439,18.0,200.0,109.0,237.69343417595164,-19.693434175951637,
440,14.0,200.0,107.0,238.52186130069785,-24.52186130069785,
441,24.0,200.0,112.0,236.45079348883235,-12.45079348883236,
442,28.0,184.0,106.0,216.3086578651014,-4.308657865101409,
443,55.0,134.0,94.5,150.36143571373725,38.63856428626274,
444,20.0,200.0,110.0,237.27922061357856,-17.27922061357856,
445,29.0,200.0,114.5,235.41525958289964,-6.415259582899623,
