Episodes,Reward 1,Reward 2,mean,top,bottom,
446,19.0,200.0,109.5,237.4863273947651,-18.486327394765098,
447,13.0,175.0,94.0,208.55129855222071,-20.5512985522207,
448,29.0,200.0,114.5,235.41525958289964,-6.415259582899623,
449,20.0,171.0,95.5,202.2731239591687,-11.273123959168672,
450,21.0,200.0,110.5,237.072113832392,-16.072113832392006,
451,29.0,192.0,110.5,225.75840533340727,-4.758405333407254,
452,29.0,200.0,114.5,235.41525958289964,-6.415259582899623,
453,22.0,123.0,72.5,143.9177848998413,1.082215100158706,
454,14.0,200.0,107.0,238.52186130069785,-24.52186130069785,
455,27.0,27.0,27.0,27.0,27.0,
456,28.0,200.0,114.0,235.6223663640862,-7.622366364086176,
457,17.0,200.0,108.5,237.9005409571382,-20.90054095713819,
458,23.0,200.0,111.5,236.6579002700189,-13.657900270018914,
459,15.0,200.0,107.5,238.3147545195113,-23.314754519511297,
460,35.0,180.0,107.5,210.0304832720494,4.969516727950605,
461,12.0,200.0,106.0,238.93607486307093,-26.936074863070928,
462,43.0,200.0,121.5,232.51576464628795,10.484235353712037,
463,23.0,200.0,111.5,236.6579002700189,-13.657900270018914,
464,14.0,200.0,107.0,238.52186130069785,-24.52186130069785,
465,45.0,200.0,122.5,232.10155108391487,12.89844891608513,
466,17.0,200.0,108.5,237.9005409571382,-20.90054095713819,
467,12.0,170.0,91.0,202.7228714274745,-20.722871427474516,
468,17.0,200.0,108.5,237.9005409571382,-20.90054095713819,
469,23.0,163.0,93.0,191.99494936611666,-5.994949366116657,
470,37.0,200.0,118.5,233.75840533340727,3.2415946665927464,
471,14.0,190.0,102.0,226.45079348883235,-22.45079348883236,
472,37.0,200.0,118.5,233.75840533340727,3.2415946665927464,
473,16.0,181.0,98.5,215.17261889578035,-18.172618895780346,
474,33.0,200.0,116.5,234.58683245815342,-1.586832458153438,
475,23.0,125.0,74.0,146.12489168102786,1.8751083189721527,
476,27.0,200.0,113.5,235.82947314527271,-8.829473145272715,
477,24.0,121.0,72.5,141.0893577750951,3.9106422249048904,
478,32.0,200.0,116.0,234.79393923933998,-2.793939239339977,
479,14.0,156.0,85.0,185.40916292848976,-15.40916292848975,
480,24.0,200.0,112.0,236.45079348883235,-12.45079348883236,
481,25.0,200.0,112.5,236.24368670764582,-11.243686707645821,
482,12.0,200.0,106.0,238.93607486307093,-26.936074863070928,
483,20.0,198.0,109.0,234.86500705120545,-16.865007051205453,
484,15.0,200.0,107.5,238.3147545195113,-23.314754519511297,
485,23.0,200.0,111.5,236.6579002700189,-13.657900270018914,
486,23.0,128.0,75.5,149.7462120245875,1.2537879754125072,
487,13.0,200.0,106.5,238.72896808188437,-25.728968081884375,
488,30.0,200.0,115.0,235.20815280171308,-5.208152801713084,
489,39.0,200.0,119.5,233.34419177103416,5.655808228965853,
490,21.0,200.0,110.5,237.072113832392,-16.072113832392006,
491,20.0,200.0,110.0,237.27922061357856,-17.27922061357856,
492,27.0,200.0,113.5,235.82947314527271,-8.829473145272715,
493,17.0,28.0,22.5,30.27817459305202,14.721825406947978,
494,13.0,152.0,82.5,180.7878425849301,-15.787842584930104,
495,16.0,200.0,108.0,238.10764773832474,-22.107647738324744,
496,50.0,48.0,49.0,50.41421356237309,47.58578643762691,
497,31.0,158.0,94.5,184.30256121069152,4.697438789308464,
498,22.0,200.0,111.0,236.86500705120545,-14.865007051205453,
499,14.0,200.0,107.0,238.52186130069785,-24.52186130069785,
500,24.0,68.0,46.0,77.11269837220809,14.88730162779191,
501,20.0,200.0,110.0,237.27922061357856,-17.27922061357856,
502,36.0,158.0,97.0,183.2670273047588,10.732972695241202,
503,22.0,200.0,111.0,236.86500705120545,-14.865007051205453,
504,37.0,200.0,118.5,233.75840533340727,3.2415946665927464,
505,27.0,200.0,113.5,235.82947314527271,-8.829473145272715,
506,23.0,37.0,30.0,39.89949493661167,20.100505063388333,
507,20.0,121.0,70.5,141.9177848998413,-0.9177848998412941,
508,28.0,178.0,103.0,209.06601717798213,-3.0660171779821326,
509,38.0,37.0,37.5,38.207106781186546,36.792893218813454,
510,69.0,33.0,51.0,76.45584412271572,25.54415587728429,
511,37.0,200.0,118.5,233.75840533340727,3.2415946665927464,
512,14.0,113.0,63.5,133.5035713374682,-6.503571337468202,
513,21.0,200.0,110.5,237.072113832392,-16.072113832392006,
514,30.0,196.0,113.0,230.37972567696687,-4.379725676966885,
515,18.0,135.0,76.5,159.23149339882605,-6.231493398826061,
516,9.0,155.0,82.0,185.23759005323592,-21.237590053235934,
517,12.0,33.0,22.5,37.3492424049175,7.650757595082503,
518,11.0,140.0,75.5,166.71677477306463,-15.716774773064628,
519,34.0,117.0,75.5,134.18986283848344,16.810137161516558,
520,61.0,151.0,106.0,169.63961030678928,42.36038969321072,
521,12.0,154.0,83.0,183.40916292848976,-17.40916292848975,
522,30.0,146.0,88.0,170.0243866176395,5.975613382360493,
523,28.0,127.0,77.5,147.5035713374682,7.496428662531798,
524,18.0,116.0,67.0,136.29646455628165,-2.296464556281663,
525,17.0,145.0,81.0,171.50966799187808,-9.50966799187809,
526,19.0,118.0,68.5,138.5035713374682,-1.5035713374682018,
527,11.0,141.0,76.0,167.92388155425118,-15.923881554251182,
528,23.0,120.0,71.5,140.0893577750951,2.9106422249048904,
529,13.0,41.0,27.0,46.798989873223334,7.201010126776669,
530,12.0,46.0,29.0,53.04163056034261,4.958369439657385,
531,15.0,14.0,14.5,15.207106781186548,13.792893218813452,
532,20.0,143.0,81.5,168.47413408594537,-5.474134085945352,
533,13.0,25.0,19.0,27.485281374238568,10.51471862576143,
534,20.0,150.0,85.0,176.92388155425118,-6.923881554251182,
535,28.0,65.0,46.5,72.66295090390226,20.33704909609774,
536,115.0,45.0,80.0,129.49747468305833,30.50252531694167,
537,24.0,135.0,79.5,157.98885271170678,1.0111472882932304,
538,17.0,115.0,66.0,135.29646455628165,-3.296464556281663,
539,25.0,63.0,44.0,70.87005768508881,17.129942314911194,
540,45.0,124.0,84.5,140.36143571373725,28.638564286262742,
541,15.0,125.0,70.0,147.78174593052023,-7.781745930520231,
542,18.0,35.0,26.5,38.520815280171306,14.479184719828693,
543,39.0,109.0,74.0,123.49747468305833,24.50252531694167,
544,30.0,33.0,31.5,33.621320343559645,29.378679656440358,
545,15.0,22.0,18.5,23.449747468305834,13.550252531694166,
546,31.0,103.0,67.0,117.91168824543142,16.08831175456858,
547,12.0,116.0,64.0,137.53910524340094,-9.53910524340094,
548,30.0,105.0,67.5,120.53300858899107,14.466991411008934,
549,22.0,119.0,70.5,139.0893577750951,1.9106422249048904,
550,54.0,53.0,53.5,54.207106781186546,52.792893218813454,
551,41.0,116.0,78.5,131.53300858899107,25.466991411008934,
552,22.0,117.0,69.5,136.67514421272202,2.3248557872779827,
553,11.0,22.0,16.5,24.27817459305202,8.721825406947978,
554,19.0,55.0,37.0,62.45584412271571,11.54415587728429,
555,34.0,104.0,69.0,118.49747468305833,19.50252531694167,
556,103.0,105.0,104.0,105.41421356237309,102.58578643762691,
557,18.0,111.0,64.5,130.26093065034894,-1.260930650348925,
558,14.0,98.0,56.0,115.39696961966999,-3.3969696196699886,
559,28.0,30.0,29.0,30.414213562373096,27.585786437626904,
560,14.0,15.0,14.5,15.207106781186548,13.792893218813452,
561,32.0,40.0,36.0,41.65685424949238,30.34314575050762,
562,30.0,42.0,36.0,44.48528137423857,27.514718625761432,
563,32.0,113.0,72.5,129.77564927611036,15.22435072388965,
564,15.0,48.0,31.5,54.83452377915607,8.165476220843932,
565,58.0,15.0,36.5,66.90559159102155,6.094408408978456,
566,10.0,117.0,63.5,139.16042558696057,-12.160425586960585,
567,22.0,49.0,35.5,54.59188309203678,16.408116907963215,
568,23.0,31.0,27.0,32.65685424949238,21.34314575050762,
569,30.0,110.0,70.0,126.5685424949238,13.431457505076196,
570,34.0,33.0,33.5,34.207106781186546,32.792893218813454,
571,20.0,111.0,65.5,129.84671708797583,1.1532829120241814,
572,19.0,109.0,64.0,127.63961030678928,0.36038969321072045,
573,32.0,27.0,29.5,33.03553390593274,25.964466094067262,
574,32.0,44.0,38.0,46.48528137423857,29.514718625761432,
575,20.0,114.0,67.0,133.46803743153546,0.5319625684645359,
576,52.0,116.0,84.0,129.25483399593904,38.745166004060955,
577,32.0,18.0,25.0,34.89949493661167,15.100505063388335,
578,26.0,42.0,34.0,45.31370849898476,22.68629150101524,
579,19.0,44.0,31.5,49.17766952966369,13.822330470336311,
580,44.0,38.0,41.0,45.242640687119284,36.757359312880716,
581,11.0,101.0,56.0,119.63961030678928,-7.6396103067892795,
582,14.0,58.0,36.0,67.11269837220809,4.88730162779191,
583,23.0,51.0,37.0,56.798989873223334,17.20101012677667,
584,31.0,32.0,31.5,32.207106781186546,30.792893218813454,
585,22.0,21.0,21.5,22.207106781186546,20.792893218813454,
586,64.0,91.0,77.5,96.59188309203678,58.40811690796322,
587,25.0,35.0,30.0,37.071067811865476,22.928932188134524,
588,75.0,112.0,93.5,119.66295090390226,67.33704909609774,
589,20.0,89.0,54.5,103.29036790187178,5.709632098128218,
590,39.0,46.0,42.5,47.44974746830583,37.55025253169417,
591,52.0,99.0,75.5,108.73401871576773,42.26598128423227,
592,15.0,16.0,15.5,16.207106781186546,14.792893218813452,
593,61.0,114.0,87.5,124.97665940288701,50.023340597112984,
594,19.0,96.0,57.5,111.94722215136416,3.0527778486358415,
595,62.0,69.0,65.5,70.44974746830583,60.55025253169417,
596,17.0,21.0,19.0,21.82842712474619,16.17157287525381,
597,12.0,104.0,58.0,123.05382386916237,-7.053823869162372,
598,19.0,57.0,38.0,64.87005768508881,11.129942314911194,
599,55.0,105.0,80.0,115.35533905932738,44.64466094067262,
600,29.0,31.0,30.0,31.414213562373096,28.585786437626904,
601,121.0,92.0,106.5,127.00609665440987,85.99390334559013,
602,42.0,105.0,73.5,118.04772721475248,28.95227278524751,
603,11.0,45.0,28.0,52.04163056034261,3.9583694396573854,
604,18.0,102.0,60.0,119.39696961966999,0.6030303803300114,
605,20.0,37.0,28.5,40.520815280171306,16.479184719828694,
606,47.0,111.0,79.0,124.25483399593904,33.745166004060955,
607,57.0,14.0,35.5,65.90559159102155,5.094408408978456,
608,49.0,37.0,43.0,51.48528137423857,34.51471862576143,
609,22.0,97.0,59.5,112.53300858899107,6.466991411008934,
610,23.0,88.0,55.5,101.46194077712559,9.53805922287441,
611,16.0,113.0,64.5,133.0893577750951,-4.08935777509511,
612,89.0,96.0,92.5,97.44974746830583,87.55025253169417,
613,19.0,113.0,66.0,132.46803743153546,-0.46803743153546407,
614,13.0,114.0,63.5,134.9177848998413,-7.917784899841294,
615,16.0,47.0,31.5,53.42031021678297,9.579689783217027,
616,21.0,46.0,33.5,51.17766952966369,15.822330470336311,
617,86.0,90.0,88.0,90.82842712474618,85.17157287525382,
618,27.0,117.0,72.0,135.63961030678928,8.36038969321072,
619,19.0,27.0,23.0,28.65685424949238,17.34314575050762,
620,17.0,47.0,32.0,53.21320343559643,10.786796564403573,
621,19.0,27.0,23.0,28.65685424949238,17.34314575050762,
622,21.0,33.0,27.0,35.48528137423857,18.514718625761432,
623,56.0,96.0,76.0,104.2842712474619,47.7157287525381,
624,141.0,122.0,131.5,144.9350288425444,118.0649711574556,
625,20.0,119.0,69.5,139.5035713374682,-0.5035713374682018,
626,13.0,86.0,49.5,101.11879502661796,-2.118795026617967,
627,15.0,19.0,17.0,19.82842712474619,14.17157287525381,
628,34.0,100.0,67.0,113.66904755831214,20.330952441687863,
629,44.0,44.0,44.0,44.0,44.0,
630,45.0,114.0,79.5,128.29036790187178,30.709632098128218,
631,35.0,26.0,30.5,36.86396103067893,24.13603896932107,
632,20.0,118.0,69.0,138.29646455628165,-0.2964645562816628,
633,51.0,44.0,47.5,52.44974746830583,42.55025253169417,
634,29.0,116.0,72.5,134.01828996322962,10.981710036770366,
635,25.0,102.0,63.5,117.94722215136416,9.052777848635841,
636,14.0,117.0,65.5,138.33199846221441,-7.3319984622144005,
637,18.0,129.0,73.5,151.98885271170678,-4.98885271170677,
638,51.0,121.0,86.0,135.49747468305833,36.50252531694167,
639,81.0,26.0,53.5,92.39087296526012,14.609127034739885,
640,33.0,125.0,79.0,144.0538238691624,13.946176130837628,
641,61.0,120.0,90.5,132.2193000900063,48.78069990999369,
642,27.0,122.0,74.5,141.67514421272202,7.324855787277983,
643,19.0,128.0,73.5,150.57463914933368,-3.5746391493336773,
644,18.0,19.0,18.5,19.207106781186546,17.792893218813454,
645,16.0,106.0,61.0,124.63961030678928,-2.6396103067892795,
646,72.0,122.0,97.0,132.35533905932738,61.64466094067262,
647,39.0,142.0,90.5,163.33199846221441,17.6680015377856,
648,56.0,123.0,89.5,136.87615433949867,42.12384566050132,
649,94.0,40.0,67.0,105.18376618407356,28.81623381592643,
650,29.0,118.0,73.5,136.43250352560273,10.567496474397274,
651,38.0,125.0,81.5,143.01828996322962,19.981710036770366,
652,81.0,130.0,105.5,140.14823227814082,70.85176772185918,
653,16.0,121.0,68.5,142.7462120245875,-5.746212024587493,
654,11.0,109.0,60.0,129.29646455628165,-9.296464556281663,
655,37.0,139.0,88.0,160.12489168102786,15.875108318972153,
656,13.0,38.0,25.5,43.17766952966369,7.822330470336311,
657,50.0,124.0,87.0,139.3259018078045,34.67409819219548,
658,40.0,129.0,84.5,147.43250352560273,21.567496474397274,
659,30.0,122.0,76.0,141.0538238691624,10.946176130837628,
660,12.0,139.0,75.5,165.30256121069152,-14.302561210691536,
661,44.0,124.0,84.0,140.5685424949238,27.431457505076196,
662,14.0,41.0,27.5,46.59188309203678,8.408116907963215,
663,52.0,141.0,96.5,159.43250352560273,33.567496474397274,
664,69.0,42.0,55.5,74.59188309203678,36.40811690796322,
665,32.0,125.0,78.5,144.26093065034894,12.739069349651075,
666,14.0,27.0,20.5,29.692388155425117,11.307611844574883,
667,16.0,128.0,72.0,151.19595949289334,-7.195959492893323,
668,11.0,128.0,69.5,152.23149339882605,-13.23149339882606,
669,36.0,153.0,94.5,177.23149339882605,11.76850660117394,
670,39.0,150.0,94.5,172.98885271170678,16.01114728829323,
671,21.0,168.0,94.5,198.44469683442247,-9.444696834422487,
672,75.0,166.0,120.5,184.84671708797583,56.15328291202418,
673,36.0,46.0,41.0,48.071067811865476,33.928932188134524,
674,28.0,149.0,88.5,174.05992052357226,2.940079476427755,
675,31.0,113.0,72.0,129.9827560572969,14.017243942703104,
676,47.0,130.0,88.5,147.18986283848344,29.810137161516558,
677,32.0,142.0,87.0,164.78174593052023,9.21825406947977,
678,90.0,163.0,126.5,178.11879502661796,74.88120497338204,
679,21.0,131.0,76.0,153.78174593052023,-1.7817459305202306,
680,19.0,146.0,82.5,172.30256121069152,-7.302561210691536,
681,63.0,112.0,87.5,122.14823227814082,52.85176772185917,
682,14.0,135.0,74.5,160.05992052357226,-11.059920523572245,
683,25.0,122.0,73.5,142.0893577750951,4.91064222490489,
684,18.0,143.0,80.5,168.88834764831844,-7.888347648318444,
685,12.0,140.0,76.0,166.50966799187808,-14.50966799187809,
686,20.0,143.0,81.5,168.47413408594537,-5.474134085945352,
687,29.0,162.0,95.5,189.54520189781084,1.454798102189173,
688,15.0,162.0,88.5,192.44469683442247,-15.444696834422487,
689,23.0,143.0,83.0,167.8528137423857,-1.852813742385706,
690,31.0,160.0,95.5,186.71677477306463,4.283225226935372,
691,78.0,140.0,109.0,152.84062043356596,65.15937956643405,
692,29.0,178.0,103.5,208.85891039679558,-1.8589103967955793,
693,41.0,163.0,102.0,188.2670273047588,15.732972695241202,
694,13.0,150.0,81.5,178.373629022557,-15.373629022557012,
695,16.0,162.0,89.0,192.23759005323592,-14.237590053235934,
696,46.0,154.0,100.0,176.36753236814712,23.63246763185286,
697,21.0,192.0,106.5,227.41525958289964,-14.415259582899623,
698,12.0,165.0,88.5,196.6873375215418,-19.687337521541778,
699,25.0,165.0,95.0,193.99494936611666,-3.994949366116657,
700,17.0,178.0,97.5,211.34419177103416,-16.344191771034147,
701,22.0,168.0,95.0,198.23759005323592,-8.237590053235934,
702,51.0,200.0,125.5,230.85891039679558,20.14108960320442,
703,63.0,180.0,121.5,204.23149339882605,38.76850660117394,
704,45.0,200.0,122.5,232.10155108391487,12.89844891608513,
705,24.0,186.0,105.0,219.55129855222071,-9.5512985522207,
706,13.0,184.0,98.5,219.41525958289964,-22.415259582899623,
707,44.0,189.0,116.5,219.0304832720494,13.969516727950605,
708,107.0,200.0,153.5,219.26093065034894,87.73906934965107,
709,24.0,179.0,101.5,211.10155108391487,-8.10155108391487,
710,82.0,200.0,141.0,224.4386001800126,57.561399819987386,
711,120.0,183.0,151.5,196.04772721475248,106.95227278524752,
712,15.0,182.0,98.5,216.58683245815342,-19.586832458153438,
713,42.0,179.0,110.5,207.373629022557,13.626370977442988,
714,21.0,199.0,110.0,235.86500705120545,-15.865007051205453,
715,49.0,194.0,121.5,224.0304832720494,18.969516727950605,
716,46.0,181.0,113.5,208.95941546018392,18.04058453981608,
717,115.0,200.0,157.5,217.60407640085654,97.39592359914346,
718,20.0,196.0,108.0,232.45079348883235,-16.45079348883236,
719,15.0,187.0,101.0,222.6223663640862,-20.622366364086176,
720,75.0,150.0,112.5,165.53300858899107,59.466991411008934,
721,14.0,200.0,107.0,238.52186130069785,-24.52186130069785,
722,25.0,165.0,95.0,193.99494936611666,-3.994949366116657,
723,14.0,172.0,93.0,204.7228714274745,-18.722871427474516,
724,35.0,167.0,101.0,194.3380951166243,7.661904883375726,
725,18.0,189.0,103.5,224.41525958289964,-17.415259582899623,
726,39.0,169.0,104.0,195.92388155425118,12.076118445748818,
727,32.0,177.0,104.5,207.0304832720494,1.9695167279506052,
728,21.0,174.0,97.5,205.6873375215418,-10.687337521541778,
729,20.0,181.0,100.5,214.34419177103416,-13.344191771034147,
730,19.0,170.0,94.5,201.2731239591687,-12.273123959168672,
731,54.0,159.0,106.5,180.7462120245875,32.25378797541251,
732,17.0,177.0,97.0,210.1370849898476,-16.137084989847608,
733,23.0,156.0,89.5,183.54520189781084,-4.545201897810827,
734,59.0,164.0,111.5,185.7462120245875,37.25378797541251,
735,91.0,158.0,124.5,171.87615433949867,77.12384566050132,
736,67.0,175.0,121.0,197.36753236814712,44.63246763185286,
737,77.0,174.0,125.5,194.0893577750951,56.91064222490489,
738,14.0,157.0,85.5,186.61626970967632,-15.616269709676303,
739,21.0,175.0,98.0,206.89444430272832,-10.894444302728317,
740,23.0,151.0,87.0,177.50966799187808,-3.5096679918780893,
741,42.0,140.0,91.0,160.29646455628165,21.703535443718337,
742,71.0,157.0,114.0,174.8111831820431,53.18881681795691,
743,27.0,148.0,87.5,173.05992052357226,1.940079476427755,
744,31.0,157.0,94.0,183.09545442950497,4.904545570495017,
745,78.0,138.0,108.0,150.42640687119285,65.57359312880715,
746,52.0,160.0,106.0,182.36753236814712,29.63246763185286,
747,88.0,163.0,125.5,178.53300858899107,72.46699141100893,
748,31.0,168.0,99.5,196.373629022557,2.6263709774429884,
749,27.0,158.0,92.5,185.13098833543773,-0.1309883354377206,
750,30.0,156.0,93.0,182.09545442950497,3.904545570495017,
751,57.0,149.0,103.0,168.0538238691624,37.94617613083763,
752,54.0,132.0,93.0,148.1543289325507,37.845671067449295,
753,29.0,133.0,81.0,154.53910524340094,7.46089475659906,
754,18.0,140.0,79.0,165.2670273047588,-7.267027304758798,
755,13.0,125.0,69.0,148.19595949289334,-10.195959492893323,
756,40.0,129.0,84.5,147.43250352560273,21.567496474397274,
757,43.0,139.0,91.0,158.88225099390854,23.117749006091444,
758,31.0,132.0,81.5,152.9177848998413,10.082215100158706,
759,20.0,126.0,73.0,147.95331880577402,-1.9533188057740318,
760,48.0,115.0,81.5,128.87615433949867,34.12384566050132,
761,36.0,145.0,90.5,167.57463914933368,13.425360850666323,
762,32.0,128.0,80.0,147.88225099390854,12.117749006091444,
763,26.0,128.0,77.0,149.12489168102786,4.875108318972153,
764,19.0,138.0,78.5,162.64570696119915,-5.645706961199153,
765,35.0,126.0,80.5,144.84671708797583,16.15328291202418,
766,77.0,133.0,105.0,144.59797974644667,65.40202025355333,
767,76.0,123.0,99.5,132.73401871576772,66.26598128423227,
768,52.0,118.0,85.0,131.66904755831214,38.33095244168786,
769,65.0,129.0,97.0,142.25483399593904,51.745166004060955,
770,15.0,119.0,67.0,140.53910524340094,-6.53910524340094,
771,18.0,127.0,72.5,149.57463914933368,-4.574639149333677,
772,69.0,138.0,103.5,152.29036790187178,54.70963209812822,
773,74.0,119.0,96.5,128.31980515339464,64.68019484660536,
774,29.0,128.0,78.5,148.5035713374682,8.496428662531798,
775,68.0,131.0,99.5,144.04772721475248,54.95227278524751,
776,51.0,128.0,89.5,143.94722215136414,35.05277784863584,
777,23.0,108.0,65.5,125.60407640085654,5.395923599143458,
778,38.0,119.0,78.5,135.77564927611036,21.22435072388965,
779,57.0,110.0,83.5,120.97665940288701,46.023340597112984,
780,42.0,116.0,79.0,131.3259018078045,26.67409819219548,
781,34.0,117.0,75.5,134.18986283848344,16.810137161516558,
782,112.0,102.0,107.0,114.07106781186548,99.92893218813452,
783,38.0,114.0,76.0,129.74011537017762,22.259884629822388,
784,58.0,123.0,90.5,136.4619407771256,44.53805922287441,
785,48.0,122.0,85.0,137.3259018078045,32.67409819219548,
786,51.0,111.0,81.0,123.42640687119285,38.57359312880715,
787,16.0,117.0,66.5,137.9177848998413,-4.917784899841294,
788,122.0,97.0,109.5,127.17766952966369,91.82233047033631,
789,27.0,95.0,61.0,109.08326112068522,12.91673887931477,
790,59.0,112.0,85.5,122.97665940288701,48.023340597112984,
791,55.0,114.0,84.5,126.2193000900063,42.78069990999369,
792,51.0,101.0,76.0,111.35533905932738,40.64466094067262,
793,24.0,97.0,60.5,112.11879502661796,8.881204973382033,
794,9.0,114.0,61.5,135.7462120245875,-12.746212024587493,
795,22.0,106.0,64.0,123.39696961966999,4.603030380330011,
796,36.0,119.0,77.5,136.18986283848344,18.810137161516558,
797,49.0,88.0,68.5,96.07716446627535,40.92283553372465,
798,40.0,104.0,72.0,117.25483399593904,26.745166004060955,
799,84.0,93.0,88.5,94.86396103067892,82.13603896932108,
800,128.0,90.0,109.0,135.8700576850888,82.12994231491119,
801,17.0,96.0,56.5,112.36143571373725,0.6385642862627421,
802,118.0,93.0,105.5,123.17766952966369,87.82233047033631,
803,56.0,103.0,79.5,112.73401871576773,46.26598128423227,
804,71.0,97.0,84.0,102.38477631085024,65.61522368914976,
805,49.0,96.0,72.5,105.73401871576773,39.26598128423227,
806,61.0,104.0,82.5,112.90559159102155,52.09440840897845,
807,24.0,90.0,57.0,103.66904755831214,10.330952441687863,
808,24.0,86.0,55.0,98.84062043356595,11.159379566434055,
809,57.0,82.0,69.5,87.17766952966369,51.82233047033631,
810,34.0,89.0,61.5,100.39087296526012,22.609127034739885,
811,53.0,89.0,71.0,96.45584412271572,45.54415587728429,
812,29.0,60.0,44.5,66.42031021678298,22.579689783217027,
813,61.0,77.0,69.0,80.31370849898477,57.68629150101524,
814,60.0,88.0,74.0,93.79898987322333,54.201010126776666,
815,109.0,82.0,95.5,114.59188309203678,76.40811690796322,
816,81.0,76.0,78.5,82.03553390593274,74.96446609406726,
817,13.0,84.0,48.5,98.70458146424488,-1.7045814642448747,
818,79.0,94.0,86.5,97.10660171779821,75.89339828220179,
819,29.0,66.0,47.5,73.66295090390226,21.33704909609774,
820,32.0,73.0,52.5,81.49137802864846,23.508621971351552,
821,118.0,71.0,94.5,127.73401871576773,61.26598128423227,
822,59.0,73.0,66.0,75.89949493661166,56.10050506338833,
823,63.0,64.0,63.5,64.20710678118655,62.792893218813454,
824,85.0,36.0,60.5,95.14823227814082,25.85176772185917,
825,27.0,85.0,56.0,97.01219330881975,14.987806691180246,
826,19.0,79.0,49.0,91.42640687119285,6.573593128807147,
827,57.0,40.0,48.5,60.520815280171306,36.479184719828694,
828,81.0,85.0,83.0,85.82842712474618,80.17157287525382,
829,14.0,83.0,48.5,97.29036790187178,-0.2903679018717824,
830,34.0,87.0,60.5,97.97665940288701,23.023340597112984,
831,105.0,85.0,95.0,109.14213562373095,80.85786437626905,
832,29.0,85.0,57.0,96.59797974644667,17.40202025355334,
833,107.0,18.0,62.5,125.43250352560273,-0.4325035256027263,
834,37.0,88.0,62.5,98.56244584051393,26.437554159486076,
835,110.0,35.0,72.5,125.53300858899107,19.466991411008934,
836,91.0,39.0,65.0,101.76955262170047,28.23044737829953,
837,111.0,67.0,89.0,120.11269837220809,57.88730162779191,
838,58.0,68.0,63.0,70.07106781186548,55.928932188134524,
839,91.0,85.0,88.0,92.24264068711929,83.75735931288071,
840,64.0,82.0,73.0,85.72792206135786,60.27207793864214,
841,21.0,76.0,48.5,87.39087296526012,9.609127034739885,
842,44.0,53.0,48.5,54.86396103067893,42.13603896932107,
843,86.0,60.0,73.0,91.38477631085024,54.615223689149765,
844,61.0,24.0,42.5,68.66295090390226,16.33704909609774,
845,65.0,49.0,57.0,68.31370849898477,45.68629150101524,
846,26.0,60.0,43.0,67.04163056034261,18.958369439657385,
847,14.0,46.0,30.0,52.62741699796952,7.372583002030478,
848,68.0,62.0,65.0,69.24264068711929,60.757359312880716,
849,94.0,77.0,85.5,97.5208152801713,73.4791847198287,
850,30.0,29.0,29.5,30.207106781186546,28.792893218813454,
851,52.0,51.0,51.5,52.207106781186546,50.792893218813454,
852,80.0,50.0,65.0,86.21320343559643,43.78679656440357,
853,65.0,84.0,74.5,87.9350288425444,61.064971157455595,
854,33.0,50.0,41.5,53.520815280171306,29.479184719828694,
855,93.0,76.0,84.5,96.5208152801713,72.4791847198287,
856,100.0,63.0,81.5,107.66295090390226,55.33704909609774,
857,64.0,44.0,54.0,68.14213562373095,39.85786437626905,
858,108.0,51.0,79.5,119.80508652763321,39.19491347236679,
859,55.0,92.0,73.5,99.66295090390226,47.33704909609774,
860,129.0,67.0,98.0,141.84062043356596,54.159379566434055,
861,90.0,78.0,84.0,92.48528137423857,75.51471862576143,
862,24.0,30.0,27.0,31.242640687119284,22.757359312880716,
863,129.0,80.0,104.5,139.14823227814082,69.85176772185918,
864,101.0,73.0,87.0,106.79898987322333,67.20101012677667,
865,69.0,43.0,56.0,74.38477631085024,37.615223689149765,
866,69.0,78.0,73.5,79.86396103067892,67.13603896932108,
867,42.0,16.0,29.0,47.384776310850235,10.615223689149765,
868,67.0,76.0,71.5,77.86396103067892,65.13603896932108,
869,22.0,46.0,34.0,50.970562748477136,17.02943725152286,
870,62.0,66.0,64.0,66.82842712474618,61.17157287525381,
871,47.0,35.0,41.0,49.48528137423857,32.51471862576143,
872,44.0,95.0,69.5,105.56244584051393,33.437554159486076,
873,34.0,71.0,52.5,78.66295090390226,26.33704909609774,
874,64.0,79.0,71.5,82.10660171779821,60.89339828220179,
875,80.0,93.0,86.5,95.69238815542512,77.30761184457488,
876,108.0,46.0,77.0,120.84062043356595,33.159379566434055,
877,80.0,41.0,60.5,88.07716446627535,32.92283553372465,
878,29.0,60.0,44.5,66.42031021678298,22.579689783217027,
879,65.0,89.0,77.0,93.97056274847714,60.029437251522864,
880,75.0,72.0,73.5,75.62132034355965,71.37867965644035,
881,91.0,42.0,66.5,101.14823227814082,31.85176772185917,
882,83.0,87.0,85.0,87.82842712474618,82.17157287525382,
883,52.0,24.0,38.0,57.798989873223334,18.20101012677667,
884,156.0,92.0,124.0,169.25483399593904,78.74516600406096,
885,114.0,99.0,106.5,117.10660171779821,95.89339828220179,
886,68.0,85.0,76.5,88.5208152801713,64.4791847198287,
887,56.0,86.0,71.0,92.21320343559643,49.78679656440357,
888,119.0,88.0,103.5,125.42031021678298,81.57968978321702,
889,45.0,41.0,43.0,45.82842712474619,40.17157287525381,
890,80.0,93.0,86.5,95.69238815542512,77.30761184457488,
891,30.0,86.0,58.0,97.59797974644667,18.40202025355334,
